Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,Active Listings,Avg. SP/LP,Avg. LDOM
Detached,9,2022,Brock,18,"16,613,569","922,976","837,500",34,48,96%,35
Detached,10,2022,Brock,15,"12,084,800","805,653","780,000",32,41,97%,22
Detached,11,2022,Brock,10,"7,134,500","713,450","712,500",26,34,95%,24
Detached,12,2022,Brock,3,"2,217,000","739,000","745,000",8,33,99%,22
Detached,1,2022,Burlington,74,"135,230,555","1,827,440","1,697,911",101,43,114%,12
Detached,2,2022,Burlington,142,"257,386,511","1,812,581","1,622,500",211,83,115%,7
Detached,3,2022,Burlington,183,"299,761,369","1,638,040","1,505,000",300,117,112%,6
Detached,4,2022,Burlington,131,"218,759,944","1,669,923","1,550,000",302,195,105%,8
Detached,5,2022,Burlington,153,"242,439,869","1,584,574","1,405,000",305,222,101%,12
Detached,6,2022,Burlington,108,"177,070,837","1,639,545","1,347,500",279,253,98%,16
Detached,7,2022,Burlington,95,"135,733,542","1,428,774","1,298,000",191,220,96%,22
Detached,8,2022,Burlington,104,"137,999,872","1,326,922","1,215,000",199,223,96%,24
Detached,9,2022,Burlington,83,"113,581,955","1,368,457","1,247,000",226,257,95%,22
Detached,10,2022,Burlington,82,"116,680,966","1,422,939","1,237,500",157,232,95%,29
Detached,11,2022,Burlington,53,"64,860,866","1,223,790","1,200,000",123,216,96%,28
Detached,12,2022,Burlington,50,"73,717,403","1,474,348","1,198,500",51,137,96%,29
Detached,1,2022,Caledon,31,"67,801,900","2,187,158","1,890,000",62,55,105%,21
Detached,2,2022,Caledon,75,"154,132,000","2,055,093","1,917,000",139,84,108%,10
Detached,3,2022,Caledon,87,"165,563,200","1,903,025","1,800,000",163,120,107%,10
Detached,4,2022,Caledon,83,"157,729,100","1,900,351","1,700,000",168,137,103%,15
Detached,5,2022,Caledon,59,"114,886,887","1,947,235","1,501,111",204,196,98%,11
Detached,6,2022,Caledon,45,"75,377,203","1,675,049","1,571,000",162,221,96%,18
Detached,7,2022,Caledon,29,"47,410,500","1,634,845","1,420,000",129,228,97%,16
Detached,8,2022,Caledon,42,"64,255,799","1,529,900","1,300,000",145,230,95%,27
Detached,9,2022,Caledon,51,"75,278,637","1,476,052","1,290,000",143,236,94%,30
Detached,10,2022,Caledon,46,"83,615,000","1,817,717","1,370,000",129,208,90%,31
Detached,11,2022,Caledon,40,"63,221,800","1,580,545","1,405,000",125,206,95%,26
Detached,12,2022,Caledon,18,"24,475,655","1,359,759","1,296,328",55,169,95%,37
Detached,1,2022,Clarington,65,"83,126,475","1,278,869","1,207,000",102,48,127%,8
Detached,2,2022,Clarington,147,"184,816,403","1,257,254","1,220,000",223,91,132%,7
Detached,3,2022,Clarington,190,"218,534,580","1,150,182","1,118,500",341,140,124%,6
Detached,4,2022,Clarington,162,"180,600,689","1,114,819","1,010,000",316,158,115%,7
Detached,5,2022,Clarington,138,"144,835,039","1,049,529","987,500",292,176,109%,9
Detached,6,2022,Clarington,138,"137,927,972","999,478","908,500",287,184,105%,8
Detached,7,2022,Clarington,107,"97,195,762","908,372","860,000",208,175,101%,15
Detached,8,2022,Clarington,112,"113,925,500","1,017,192","900,000",175,146,97%,19
Detached,9,2022,Clarington,94,"87,067,941","926,255","875,000",148,128,99%,17
Detached,10,2022,Clarington,80,"71,785,450","897,318","864,100",157,149,99%,19
Detached,11,2022,Clarington,80,"74,415,011","930,188","844,500",149,138,98%,20
Detached,12,2022,Clarington,46,"37,396,000","812,957","812,500",51,89,99%,23
Detached,1,2022,East Gwillimbury,35,"60,322,721","1,723,506","1,708,000",60,36,113%,10
Detached,2,2022,East Gwillimbury,57,"97,456,953","1,709,771","1,660,000",104,68,119%,9
Detached,3,2022,East Gwillimbury,69,"111,869,624","1,621,299","1,640,000",151,98,114%,10
Detached,4,2022,East Gwillimbury,44,"68,911,500","1,566,170","1,420,000",115,99,105%,15
Detached,5,2022,East Gwillimbury,31,"47,195,540","1,522,437","1,500,000",99,104,101%,15
Detached,6,2022,East Gwillimbury,27,"37,545,888","1,390,588","1,430,000",69,100,99%,17
Detached,7,2022,East Gwillimbury,21,"26,384,900","1,256,424","1,260,000",71,103,99%,23
Detached,8,2022,East Gwillimbury,33,"45,379,500","1,375,136","1,375,000",73,91,99%,23
Detached,9,2022,East Gwillimbury,34,"48,748,388","1,433,776","1,350,000",72,95,95%,22
Detached,10,2022,East Gwillimbury,21,"28,685,800","1,365,990","1,400,000",53,88,94%,25
Detached,11,2022,East Gwillimbury,19,"25,096,480","1,320,867","1,381,000",44,83,96%,40
Detached,12,2022,East Gwillimbury,20,"29,649,000","1,482,450","1,420,000",26,57,100%,30
Detached,1,2022,Essa,19,"19,103,300","1,005,437","950,000",30,14,115%,7
Detached,2,2022,Essa,22,"23,806,212","1,082,101","1,000,500",49,28,108%,8
Detached,3,2022,Essa,44,"46,836,625","1,064,469","1,037,500",80,41,110%,7
Detached,4,2022,Essa,27,"26,314,500","974,611","955,000",77,60,105%,11
Detached,5,2022,Essa,30,"31,114,000","1,037,133","950,000",75,71,103%,16
Detached,6,2022,Essa,27,"25,154,500","931,648","841,500",75,79,97%,20
Detached,7,2022,Essa,15,"12,148,000","809,867","711,000",57,82,97%,31
Detached,8,2022,Essa,22,"19,039,500","865,432","770,000",54,69,97%,24
Detached,9,2022,Essa,20,"16,458,400","822,920","830,000",58,67,96%,28
Detached,10,2022,Essa,19,"14,865,400","782,389","720,000",42,59,97%,30
Detached,11,2022,Essa,19,"14,928,400","785,705","680,000",26,47,96%,26
Detached,12,2022,Essa,9,"8,715,000","968,333","750,000",12,34,93%,16
Detached,1,2022,Georgina,45,"45,939,377","1,020,875","1,011,000",81,55,118%,14
Detached,2,2022,Georgina,99,"115,818,795","1,169,887","1,158,000",145,73,120%,9
Detached,3,2022,Georgina,96,"108,494,905","1,130,155","1,110,000",204,104,114%,11
Detached,4,2022,Georgina,65,"67,059,000","1,031,677","950,000",189,137,106%,12
Detached,5,2022,Georgina,58,"56,121,518","967,612","900,000",199,175,102%,12
Detached,6,2022,Georgina,54,"52,111,825","965,034","858,250",157,181,98%,16
Detached,7,2022,Georgina,40,"34,683,499","867,087","837,500",107,158,97%,20
Detached,8,2022,Georgina,55,"49,182,883","894,234","880,600",105,141,97%,21
Detached,9,2022,Georgina,52,"43,663,110","839,675","807,500",103,124,97%,26
Detached,10,2022,Georgina,40,"37,312,499","932,812","835,000",104,134,96%,24
Detached,11,2022,Georgina,37,"28,767,151","777,491","748,000",76,112,98%,22
Detached,12,2022,Georgina,27,"24,823,000","919,370","836,000",42,89,97%,31
Detached,1,2022,Halton Hills,40,"61,699,200","1,542,480","1,397,500",56,31,112%,11
Detached,2,2022,Halton Hills,67,"102,645,885","1,532,028","1,480,000",86,37,117%,8
Detached,3,2022,Halton Hills,95,"148,605,674","1,564,270","1,401,000",167,65,110%,6
Detached,4,2022,Halton Hills,72,"105,442,400","1,464,478","1,334,000",159,99,106%,9
Detached,5,2022,Halton Hills,60,"86,507,594","1,441,793","1,327,000",185,145,101%,10
Detached,6,2022,Halton Hills,54,"70,408,530","1,303,862","1,275,000",175,161,98%,15
Detached,7,2022,Halton Hills,49,"61,616,100","1,257,471","1,120,000",112,150,96%,19
Detached,8,2022,Halton Hills,45,"57,007,400","1,266,831","1,100,000",95,123,96%,25
Detached,9,2022,Halton Hills,47,"59,067,500","1,256,755","1,100,000",112,124,96%,27
Detached,10,2022,Halton Hills,35,"36,301,750","1,037,193","975,000",95,121,97%,20
Detached,11,2022,Halton Hills,36,"41,786,499","1,160,736","1,051,750",87,119,94%,36
Detached,12,2022,Halton Hills,32,"37,012,900","1,156,653","1,035,000",38,85,96%,32
Detached,1,2022,Innisfil,43,"54,491,813","1,267,251","1,208,000",60,32,108%,15
Detached,2,2022,Innisfil,65,"75,274,958","1,158,076","1,160,000",119,61,112%,8
Detached,3,2022,Innisfil,83,"102,151,850","1,230,745","1,155,000",176,92,108%,9
Detached,4,2022,Innisfil,59,"61,947,013","1,049,949","930,000",194,136,102%,10
Detached,5,2022,Innisfil,59,"60,159,255","1,019,648","980,000",182,169,102%,14
Detached,6,2022,Innisfil,48,"49,048,205","1,021,838","890,000",200,216,98%,30
Detached,7,2022,Innisfil,32,"30,824,000","963,250","867,500",128,202,95%,26
Detached,8,2022,Innisfil,48,"43,235,450","900,739","815,000",132,182,96%,24
Detached,9,2022,Innisfil,46,"43,160,974","938,282","858,000",124,185,95%,27
Detached,10,2022,Innisfil,45,"39,482,000","877,378","825,000",109,178,95%,32
Detached,11,2022,Innisfil,32,"28,557,530","892,423","839,140",99,168,97%,24
Detached,12,2022,Innisfil,34,"24,808,900","729,674","770,500",54,136,95%,43
Detached,1,2022,King,16,"33,531,900","2,095,744","1,950,000",39,50,103%,24
Detached,2,2022,King,36,"120,930,423","3,359,178","2,787,500",53,55,98%,21
Detached,3,2022,King,35,"95,821,358","2,737,753","2,725,000",78,67,102%,19
Detached,4,2022,King,18,"43,630,850","2,423,936","2,281,500",75,93,100%,19
Detached,5,2022,King,23,"53,640,000","2,332,174","2,300,000",72,104,96%,22
Detached,6,2022,King,14,"36,745,000","2,624,643","2,282,000",73,119,91%,37
Detached,7,2022,King,15,"28,691,911","1,912,794","1,998,800",57,109,96%,24
Detached,8,2022,King,20,"48,060,031","2,403,002","2,032,500",68,109,91%,20
Detached,9,2022,King,18,"39,991,300","2,221,739","1,830,000",62,112,92%,32
Detached,10,2022,King,17,"34,947,500","2,055,735","1,940,000",53,108,93%,36
Detached,11,2022,King,21,"55,912,000","2,662,476","2,400,000",37,90,93%,36
Detached,12,2022,King,6,"16,072,500","2,678,750","2,126,250",17,67,96%,40
Detached,1,2022,Markham,85,"180,581,496","2,124,488","1,878,000",139,96,110%,13
Detached,2,2022,Markham,156,"331,741,431","2,126,548","1,994,500",327,197,116%,12
Detached,3,2022,Markham,182,"363,581,676","1,997,702","1,865,000",440,273,113%,9
Detached,4,2022,Markham,136,"263,655,612","1,938,644","1,788,000",342,291,104%,12
Detached,5,2022,Markham,117,"207,480,620","1,773,339","1,700,000",313,322,101%,16
Detached,6,2022,Markham,126,"221,928,190","1,761,335","1,588,300",263,265,100%,16
Detached,7,2022,Markham,85,"145,208,344","1,708,333","1,528,000",157,238,100%,18
Detached,8,2022,Markham,113,"191,813,228","1,697,462","1,610,888",171,195,100%,18
Detached,9,2022,Markham,83,"141,417,076","1,703,820","1,630,000",171,207,101%,19
Detached,10,2022,Markham,96,"166,752,132","1,737,001","1,624,250",178,196,102%,16
Detached,11,2022,Markham,99,"175,025,678","1,767,936","1,666,000",171,184,103%,18
Detached,12,2022,Markham,61,"108,890,087","1,785,083","1,600,000",75,142,105%,19
Detached,1,2022,Milton,51,"79,731,600","1,563,365","1,585,000",76,40,113%,7
Detached,2,2022,Milton,97,"166,048,467","1,711,840","1,650,000",138,61,115%,7
Detached,3,2022,Milton,101,"172,948,060","1,712,357","1,640,868",252,119,113%,6
Detached,4,2022,Milton,68,"100,538,864","1,478,513","1,423,000",211,142,104%,11
Detached,5,2022,Milton,92,"134,016,811","1,456,704","1,352,500",244,166,101%,10
Detached,6,2022,Milton,77,"104,131,500","1,352,357","1,257,500",202,162,99%,13
Detached,7,2022,Milton,56,"73,552,596","1,313,439","1,225,000",137,156,98%,18
Detached,8,2022,Milton,72,"88,716,872","1,232,179","1,207,393",102,128,97%,22
Detached,9,2022,Milton,52,"71,555,972","1,376,076","1,300,393",106,125,95%,21
Detached,10,2022,Milton,42,"53,039,770","1,262,852","1,232,500",100,122,97%,23
Detached,11,2022,Milton,39,"55,954,600","1,434,733","1,261,000",85,114,96%,20
Detached,12,2022,Milton,34,"46,295,000","1,361,618","1,260,000",30,75,97%,40
Detached,1,2022,Mississauga,146,"286,755,286","1,964,077","1,706,300",203,119,109%,14
Detached,2,2022,Mississauga,256,"491,848,421","1,921,283","1,720,000",425,213,113%,9
Detached,3,2022,Mississauga,333,"585,050,899","1,756,910","1,620,777",602,299,111%,8
Detached,4,2022,Mississauga,229,"405,182,962","1,769,358","1,560,000",544,389,104%,10
Detached,5,2022,Mississauga,223,"374,312,873","1,678,533","1,520,000",657,542,102%,11
Detached,6,2022,Mississauga,207,"332,337,779","1,605,497","1,425,000",567,563,98%,15
Detached,7,2022,Mississauga,159,"252,670,629","1,589,123","1,375,000",418,570,96%,21
Detached,8,2022,Mississauga,188,"285,997,776","1,521,265","1,350,000",387,497,96%,21
Detached,9,2022,Mississauga,169,"243,442,863","1,440,490","1,325,000",359,477,96%,26
Detached,10,2022,Mississauga,155,"215,320,527","1,389,165","1,300,000",346,453,96%,20
Detached,11,2022,Mississauga,166,"236,965,134","1,427,501","1,297,000",277,376,96%,21
Detached,12,2022,Mississauga,93,"136,197,881","1,464,493","1,290,000",119,249,94%,25
Detached,1,2022,New Tecumseth,30,"37,027,481","1,234,249","1,221,900",47,26,110%,13
Detached,2,2022,New Tecumseth,57,"78,279,900","1,373,332","1,210,000",92,41,111%,10
Detached,3,2022,New Tecumseth,68,"84,145,300","1,237,431","1,100,000",137,76,107%,9
Detached,4,2022,New Tecumseth,52,"60,254,913","1,158,748","1,062,500",137,99,104%,17
Detached,5,2022,New Tecumseth,35,"43,080,900","1,230,883","1,035,000",138,139,101%,23
Detached,6,2022,New Tecumseth,47,"49,241,276","1,047,687","1,010,000",116,135,98%,19
Detached,7,2022,New Tecumseth,27,"24,523,000","908,259","885,000",110,142,97%,16
Detached,8,2022,New Tecumseth,37,"33,040,406","892,984","842,000",86,130,96%,23
Detached,9,2022,New Tecumseth,28,"27,629,800","986,779","847,500",90,139,95%,40
Detached,10,2022,New Tecumseth,38,"33,914,590","892,489","822,500",62,104,96%,37
Detached,11,2022,New Tecumseth,28,"25,368,500","906,018","841,750",48,84,94%,33
Detached,12,2022,New Tecumseth,15,"12,844,000","856,267","860,000",23,65,94%,38
Detached,1,2022,Newmarket,31,"46,631,100","1,504,229","1,500,000",65,39,111%,10
Detached,2,2022,Newmarket,99,"159,179,129","1,607,870","1,550,000",159,74,115%,6
Detached,3,2022,Newmarket,99,"153,731,202","1,552,840","1,510,000",198,107,110%,9
Detached,4,2022,Newmarket,79,"110,014,000","1,392,582","1,340,000",163,108,106%,10
Detached,5,2022,Newmarket,72,"96,858,500","1,345,257","1,282,500",164,122,102%,12
Detached,6,2022,Newmarket,62,"80,420,600","1,297,106","1,255,000",138,124,99%,16
Detached,7,2022,Newmarket,48,"60,703,388","1,264,654","1,230,000",86,100,98%,17
Detached,8,2022,Newmarket,47,"57,346,388","1,220,136","1,165,000",78,86,96%,22
Detached,9,2022,Newmarket,49,"63,105,501","1,287,867","1,290,000",92,95,98%,21
Detached,10,2022,Newmarket,62,"75,915,515","1,224,444","1,182,500",99,89,99%,20
Detached,11,2022,Newmarket,48,"62,142,488","1,294,635","1,225,000",75,75,99%,20
Detached,12,2022,Newmarket,29,"34,630,165","1,194,144","1,070,000",39,63,97%,29
Detached,1,2022,Oakville,79,"197,363,187","2,498,268","2,300,000",122,60,107%,13
Detached,2,2022,Oakville,154,"365,404,127","2,372,754","2,200,000",278,148,112%,7
Detached,3,2022,Oakville,231,"545,739,393","2,362,508","2,060,000",429,206,106%,11
Detached,4,2022,Oakville,157,"337,077,980","2,146,994","1,930,000",360,268,101%,11
Detached,5,2022,Oakville,134,"258,562,763","1,929,573","1,789,000",327,279,99%,14
Detached,6,2022,Oakville,105,"202,428,186","1,927,887","1,700,000",311,310,97%,18
Detached,7,2022,Oakville,82,"166,877,476","2,035,091","1,611,500",212,309,97%,20
Detached,8,2022,Oakville,81,"175,235,354","2,163,399","1,700,000",189,314,94%,29
Detached,9,2022,Oakville,109,"213,009,349","1,954,214","1,600,000",250,314,96%,25
Detached,10,2022,Oakville,98,"182,894,648","1,866,272","1,650,000",218,296,95%,26
Detached,11,2022,Oakville,81,"145,946,852","1,801,813","1,617,000",159,257,97%,25
Detached,12,2022,Oakville,54,"98,336,628","1,821,049","1,632,500",82,181,98%,28
Detached,1,2022,Orangeville,23,"27,016,441","1,174,628","1,075,000",27,6,114%,6
Detached,2,2022,Orangeville,34,"39,563,726","1,163,639","1,160,500",44,12,121%,5
Detached,3,2022,Orangeville,39,"46,586,936","1,194,537","1,175,000",72,28,109%,6
Detached,4,2022,Orangeville,36,"39,862,500","1,107,292","990,000",67,39,105%,8
Detached,5,2022,Orangeville,28,"26,909,511","961,054","924,950",76,51,99%,11
Detached,6,2022,Orangeville,24,"24,526,657","1,021,944","962,500",65,65,98%,12
Detached,7,2022,Orangeville,20,"18,364,900","918,245","895,000",57,83,96%,25
Detached,8,2022,Orangeville,33,"28,906,400","875,952","835,000",36,55,97%,27
Detached,9,2022,Orangeville,28,"24,629,898","879,639","847,500",33,40,97%,35
Detached,10,2022,Orangeville,15,"12,985,000","865,667","850,000",32,42,96%,33
Detached,11,2022,Orangeville,11,"9,172,000","833,818","800,000",28,38,96%,28
Detached,12,2022,Orangeville,11,"8,612,000","782,909","735,000",9,27,96%,33
Detached,1,2022,Oshawa,130,"146,642,752","1,128,021","1,072,000",190,70,131%,7
Detached,2,2022,Oshawa,231,"281,431,243","1,218,317","1,200,000",351,143,130%,5
Detached,3,2022,Oshawa,291,"319,926,576","1,099,404","1,025,000",490,177,124%,7
Detached,4,2022,Oshawa,200,"208,879,971","1,044,400","975,000",426,236,116%,8
Detached,5,2022,Oshawa,189,"174,210,435","921,748","875,000",465,266,111%,10
Detached,6,2022,Oshawa,184,"162,964,498","885,677","832,500",391,266,105%,11
Detached,7,2022,Oshawa,148,"120,706,302","815,583","780,000",277,218,103%,14
Detached,8,2022,Oshawa,161,"137,719,349","855,400","785,000",233,167,101%,16
Detached,9,2022,Oshawa,125,"109,436,870","875,495","825,110",225,176,101%,15
Detached,10,2022,Oshawa,137,"115,996,607","846,691","797,500",217,165,102%,12
Detached,11,2022,Oshawa,108,"92,219,749","853,887","787,500",181,159,100%,15
Detached,12,2022,Oshawa,68,"57,220,300","841,475","815,000",99,127,101%,14
Detached,1,2022,Pickering,43,"67,418,175","1,567,865","1,510,000",61,25,125%,7
Detached,2,2022,Pickering,74,"122,158,577","1,650,792","1,537,500",106,42,123%,11
Detached,3,2022,Pickering,80,"120,916,716","1,511,459","1,403,000",130,60,123%,6
Detached,4,2022,Pickering,53,"77,509,752","1,462,448","1,325,000",131,86,114%,7
Detached,5,2022,Pickering,62,"80,341,172","1,295,825","1,230,000",154,106,105%,9
Detached,6,2022,Pickering,65,"96,655,541","1,487,008","1,350,000",160,116,103%,10
Detached,7,2022,Pickering,50,"63,537,885","1,270,758","1,110,000",101,110,99%,16
Detached,8,2022,Pickering,45,"57,046,054","1,267,690","1,151,500",82,91,98%,17
Detached,9,2022,Pickering,40,"47,399,311","1,184,983","1,120,500",86,88,98%,19
Detached,10,2022,Pickering,42,"50,827,111","1,210,169","1,160,000",74,80,99%,12
Detached,11,2022,Pickering,39,"45,505,048","1,166,796","1,135,000",80,78,96%,19
Detached,12,2022,Pickering,33,"37,969,660","1,150,596","1,120,000",24,44,97%,22
Detached,1,2022,Richmond Hill,113,"236,155,718","2,089,874","1,900,000",174,108,109%,14
Detached,2,2022,Richmond Hill,127,"273,767,834","2,155,652","1,999,000",313,228,114%,9
Detached,3,2022,Richmond Hill,173,"354,870,315","2,051,273","1,905,000",373,256,110%,10
Detached,4,2022,Richmond Hill,93,"187,303,291","2,014,014","1,865,800",314,314,105%,13
Detached,5,2022,Richmond Hill,95,"187,002,263","1,968,445","1,780,000",297,331,103%,15
Detached,6,2022,Richmond Hill,89,"149,059,573","1,674,827","1,610,000",231,310,99%,19
Detached,7,2022,Richmond Hill,70,"136,882,321","1,955,462","1,750,000",158,269,98%,21
Detached,8,2022,Richmond Hill,93,"169,181,786","1,819,159","1,660,000",133,210,100%,28
Detached,9,2022,Richmond Hill,76,"147,355,600","1,938,889","1,709,000",148,213,99%,23
Detached,10,2022,Richmond Hill,58,"108,072,000","1,863,310","1,704,000",131,197,97%,20
Detached,11,2022,Richmond Hill,59,"108,576,300","1,840,276","1,680,000",125,178,100%,21
Detached,12,2022,Richmond Hill,46,"88,876,000","1,932,087","1,740,000",57,114,98%,28
Detached,1,2022,Scugog,11,"14,796,632","1,345,148","1,310,000",16,11,106%,15
Detached,2,2022,Scugog,17,"25,162,998","1,480,176","1,525,000",24,11,110%,12
Detached,3,2022,Scugog,30,"38,955,931","1,298,531","1,135,000",47,24,123%,7
Detached,4,2022,Scugog,32,"38,786,300","1,212,072","1,100,000",50,30,111%,7
Detached,5,2022,Scugog,29,"31,611,200","1,090,041","1,056,000",62,45,108%,7
Detached,6,2022,Scugog,25,"30,395,250","1,215,810","1,050,000",61,59,99%,14
Detached,7,2022,Scugog,20,"20,107,000","1,005,350","971,000",42,63,99%,18
Detached,8,2022,Scugog,23,"22,152,376","963,147","935,000",41,59,100%,19
Detached,9,2022,Scugog,25,"27,776,000","1,111,040","925,000",36,52,98%,27
Detached,10,2022,Scugog,13,"12,624,000","971,077","885,000",37,59,98%,25
Detached,11,2022,Scugog,15,"12,499,900","833,327","849,900",39,53,98%,23
Detached,12,2022,Scugog,13,"10,850,000","834,615","805,000",10,32,93%,25
Detached,5,2022,Stouffville,35,"52,570,800","1,502,023","1,320,000",81,95,97%,14
Detached,6,2022,Stouffville,22,"34,662,388","1,575,563","1,425,000",97,115,96%,19
Detached,7,2022,Stouffville,28,"39,614,699","1,414,811","1,244,500",85,121,95%,21
Detached,8,2022,Stouffville,36,"56,383,497","1,566,208","1,396,000",86,115,96%,21
Detached,9,2022,Stouffville,53,"67,970,989","1,282,471","1,250,000",71,94,97%,18
Detached,10,2022,Stouffville,27,"35,684,800","1,321,659","1,238,000",69,110,98%,19
Detached,11,2022,Stouffville,34,"59,360,899","1,745,909","1,410,000",47,89,96%,28
Detached,12,2022,Stouffville,17,"23,300,888","1,370,640","1,270,000",24,64,102%,24
Detached,1,2022,Toronto C01,4,"6,520,144","1,630,036","1,645,000",10,11,108%,14
Detached,2,2022,Toronto C01,8,"20,873,001","2,609,125","2,472,500",15,13,111%,7
Detached,3,2022,Toronto C01,8,"13,935,000","1,741,875","1,617,500",16,15,112%,12
Detached,4,2022,Toronto C01,8,"20,597,800","2,574,725","2,401,400",15,11,103%,7
Detached,5,2022,Toronto C01,0,,,,20,19,,
Detached,6,2022,Toronto C01,10,"18,910,243","1,891,024","1,623,500",14,13,99%,13
Detached,7,2022,Toronto C01,2,"3,560,000","1,780,000","1,780,000",16,18,115%,9
Detached,8,2022,Toronto C01,4,"7,490,000","1,872,500","1,880,000",5,13,96%,15
Detached,9,2022,Toronto C01,4,"8,775,000","2,193,750","2,262,500",13,16,95%,21
Detached,10,2022,Toronto C01,4,"9,220,000","2,305,000","2,162,500",11,13,98%,15
Detached,11,2022,Toronto C01,5,"9,079,000","1,815,800","2,175,000",9,13,96%,35
Detached,12,2022,Toronto C01,2,"3,235,000","1,617,500","1,617,500",2,10,97%,9
Detached,1,2022,Toronto C02,4,"11,401,000","2,850,250","2,225,500",19,15,103%,27
Detached,2,2022,Toronto C02,19,"68,927,074","3,627,741","3,750,000",14,7,104%,11
Detached,3,2022,Toronto C02,7,"25,951,800","3,707,400","3,410,000",16,11,105%,10
Detached,4,2022,Toronto C02,11,"40,046,000","3,640,545","2,363,000",29,22,100%,16
Detached,5,2022,Toronto C02,12,"42,604,000","3,550,333","2,798,000",41,30,101%,10
Detached,6,2022,Toronto C02,14,"50,230,176","3,587,870","2,800,079",31,26,98%,11
Detached,7,2022,Toronto C02,12,"27,930,104","2,327,509","2,100,000",14,21,96%,11
Detached,8,2022,Toronto C02,2,"6,075,000","3,037,500","3,037,500",9,20,95%,22
Detached,9,2022,Toronto C02,5,"13,405,000","2,681,000","2,600,000",18,28,95%,19
Detached,10,2022,Toronto C02,8,"25,480,000","3,185,000","3,075,000",25,30,93%,29
Detached,11,2022,Toronto C02,5,"12,634,180","2,526,836","2,485,000",26,33,99%,10
Detached,12,2022,Toronto C02,6,"21,982,000","3,663,667","3,700,000",4,19,96%,24
Detached,1,2022,Toronto C03,12,"23,619,906","1,968,326","1,481,500",18,17,107%,17
